ID,Age (in years),Experience (in years),Income (in K/year),Income Categorical,ZIP Code,Family members,Education,Employment,Mortgage,Personal Loan,Securities Account,TD Account,Online,CreditCard,Net Worth (in K$),Investment Portfolio (in K$),Risk Tolerance,Financial Goals,Wealth Management Service Level
2532,59,35,14,Low,94305,2,Undergraduate,Working Professional,107,No,No,No,Yes,No,663,0,Moderate,Retirement,Premium
2533,53,28,19,Low,94608,4,Undergraduate,Working Professional,106,No,No,No,No,Yes,668,0,Moderate,Estate Planning,Premium
2534,54,29,111,High,93023,1,Graduate,Working Professional,0,Yes,No,No,Yes,No,800,0,Moderate,Retirement,Premium
2535,56,30,90,Medium,94402,1,Graduate,Working Professional,0,No,No,No,Yes,No,577,0,Moderate,Estate Planning,Premium
2536,50,25,21,Low,90274,2,Professional,Self-Employed,129,No,No,No,No,No,359,0,Moderate,Retirement,Basic
2537,51,25,104,High,94949,1,Graduate,Working Professional,0,Yes,No,No,Yes,No,661,0,Moderate,Estate Planning,Premium
2538,53,27,75,Medium,94303,1,Graduate,Working Professional,0,No,No,No,Yes,No,516,0,Moderate,Education Funding,Premium
2539,37,12,175,High,92037,2,Undergraduate,Working Professional,297,No,No,No,Yes,Yes,1226,0,Conservative,Wealth Growth,Private
2540,32,7,98,Medium,95929,1,Undergraduate,Working Professional,171,Yes,Yes,Yes,No,No,740,462,Aggressive,Education Funding,Premium
2541,49,23,41,Low,95521,4,Undergraduate,Working Professional,153,No,No,No,Yes,No,563,0,Moderate,Wealth Growth,Premium
2542,34,8,171,High,90212,2,Graduate,Working Professional,569,Yes,No,No,Yes,No,1635,0,Conservative,Estate Planning,Private
2543,54,30,79,Medium,92630,4,Graduate,Working Professional,0,No,No,No,Yes,No,778,0,Moderate,Retirement,Premium
2544,64,39,24,Low,94117,4,Graduate,Working Professional,0,No,No,No,No,No,318,0,Conservative,Education Funding,Basic
2545,58,34,90,Medium,95039,1,Graduate,Working Professional,0,Yes,No,No,No,No,627,0,Moderate,Retirement,Premium
2546,25,1,39,Low,94720,3,Graduate,Working Professional,0,No,No,No,Yes,No,585,0,Conservative,Estate Planning,Premium
2547,50,25,9,Low,91911,2,Undergraduate,Working Professional,0,No,Yes,No,No,No,259,213,Moderate,Education Funding,Basic
2548,38,13,15,Low,90245,2,Graduate,Working Professional,90,No,No,No,Yes,No,257,0,Conservative,Wealth Growth,Basic
2549,48,24,80,Medium,91343,1,Undergraduate,Working Professional,0,No,No,No,Yes,No,882,0,Moderate,Education Funding,Premium
2550,41,15,63,Medium,95060,1,Professional,Self-Employed,79,No,No,No,No,Yes,677,0,Moderate,Wealth Growth,Premium
2551,32,8,20,Low,93106,1,Professional,Self-Employed,102,No,No,No,Yes,No,640,0,Conservative,Education Funding,Premium
2552,46,22,43,Low,92120,2,Professional,Self-Employed,0,No,Yes,Yes,Yes,Yes,541,547,Moderate,Retirement,Premium
2553,39,15,65,Medium,95822,1,Professional,Self-Employed,0,No,No,No,No,No,508,0,Conservative,Estate Planning,Premium
2554,39,15,91,Medium,93907,2,Graduate,Working Professional,151,No,No,No,No,No,858,0,Conservative,Tax Optimization,Premium
2555,63,39,53,Medium,93940,1,Undergraduate,Working Professional,0,No,No,No,No,No,749,0,Conservative,Estate Planning,Premium
2556,58,32,110,High,94143,3,Graduate,Working Professional,0,No,No,No,No,No,711,0,Moderate,Retirement,Premium
2557,28,4,82,Medium,92831,3,Undergraduate,Working Professional,103,No,No,No,Yes,No,824,0,Conservative,Estate Planning,Premium
2558,36,11,23,Low,94553,4,Professional,Self-Employed,0,No,No,No,Yes,No,265,0,Conservative,Education Funding,Basic
2559,43,19,172,High,95136,2,Undergraduate,Working Professional,0,No,No,No,Yes,No,1333,0,Moderate,Education Funding,Private
2560,36,12,88,Medium,90212,2,Undergraduate,Working Professional,0,No,No,No,Yes,No,545,0,Conservative,Retirement,Premium
2561,44,18,71,Medium,93943,2,Professional,Self-Employed,0,No,No,No,Yes,No,658,0,Moderate,Retirement,Premium
2562,31,5,180,High,94720,1,Professional,Self-Employed,144,Yes,Yes,No,No,No,1226,144,Aggressive,Retirement,Private
2563,45,21,39,Low,92521,2,Professional,Self-Employed,184,No,No,No,No,Yes,652,0,Moderate,Retirement,Premium
2564,39,13,94,Medium,90401,1,Professional,Self-Employed,0,No,No,No,No,Yes,567,0,Conservative,Retirement,Premium
2565,43,16,25,Low,94126,3,Graduate,Working Professional,0,No,No,No,Yes,No,572,0,Moderate,Education Funding,Premium
2566,40,15,10,Low,94708,2,Professional,Self-Employed,102,No,No,No,Yes,No,477,0,Moderate,Wealth Growth,Basic
2567,30,5,42,Low,94305,1,Undergraduate,Working Professional,184,No,No,No,No,No,794,0,Conservative,Tax Optimization,Premium
2568,58,33,142,High,92333,2,Undergraduate,Working Professional,0,No,No,No,No,Yes,1164,0,Moderate,Education Funding,Private
2569,46,21,34,Low,92373,2,Undergraduate,Working Professional,0,No,No,No,Yes,No,220,0,Moderate,Estate Planning,Basic
2570,35,10,139,High,90024,1,Undergraduate,Working Professional,0,No,No,No,No,No,1026,0,Conservative,Estate Planning,Private
2571,30,4,154,High,95621,2,Undergraduate,Working Professional,207,No,No,No,Yes,No,1405,0,Conservative,Retirement,Private
2572,34,8,40,Low,91768,2,Professional,Self-Employed,89,No,No,No,No,No,411,0,Conservative,Wealth Growth,Basic
2573,62,32,33,Low,93907,1,Professional,Self-Employed,140,No,No,No,Yes,Yes,439,0,Conservative,Wealth Growth,Basic
2574,58,34,80,Medium,90095,2,Undergraduate,Working Professional,0,No,No,No,Yes,Yes,616,0,Moderate,Estate Planning,Premium
2575,45,18,10,Low,92037,3,Graduate,Working Professional,100,No,No,No,Yes,No,344,0,Moderate,Education Funding,Basic
2576,42,16,41,Low,90401,3,Professional,Self-Employed,0,No,No,No,Yes,No,668,0,Moderate,Wealth Growth,Premium
2577,60,36,30,Low,93711,4,Undergraduate,Working Professional,118,No,No,No,Yes,Yes,327,0,Moderate,Estate Planning,Basic
2578,55,29,78,Medium,95521,1,Professional,Self-Employed,190,No,No,No,Yes,No,783,0,Moderate,Estate Planning,Premium
2579,45,21,164,High,90638,1,Undergraduate,Working Professional,0,No,No,No,No,Yes,1219,0,Moderate,Retirement,Private
2580,52,27,23,Low,92780,1,Professional,Self-Employed,0,No,No,No,No,No,519,0,Moderate,Wealth Growth,Premium
2581,31,7,149,High,92624,1,Undergraduate,Working Professional,0,No,No,No,No,No,948,0,Conservative,Estate Planning,Premium
2582,60,34,25,Low,94132,4,Professional,Self-Employed,0,No,No,No,Yes,No,605,0,Moderate,Tax Optimization,Premium
2583,33,9,42,Low,95010,1,Professional,Self-Employed,0,No,No,No,Yes,No,260,0,Conservative,Estate Planning,Basic
2584,37,11,71,Medium,91302,1,Undergraduate,Working Professional,185,No,No,No,Yes,Yes,604,0,Conservative,Estate Planning,Premium
2585,59,34,114,High,94606,3,Graduate,Working Professional,0,Yes,No,No,Yes,No,708,0,Moderate,Tax Optimization,Premium
2586,51,26,70,Medium,91320,1,Graduate,Working Professional,0,No,No,No,Yes,Yes,596,0,Moderate,Retirement,Premium
2587,47,23,149,High,92675,4,Undergraduate,Working Professional,0,Yes,No,No,No,Yes,1043,0,Moderate,Education Funding,Private
2588,60,33,55,Medium,94998,4,Graduate,Working Professional,0,No,No,No,Yes,No,706,0,Moderate,Retirement,Premium
2589,61,36,29,Low,93065,1,Undergraduate,Working Professional,0,No,No,No,No,No,443,0,Conservative,Estate Planning,Basic
2590,64,40,123,High,90840,1,Undergraduate,Working Professional,0,No,No,No,Yes,Yes,1012,0,Conservative,Education Funding,Private
2591,46,20,152,High,95814,1,Professional,Self-Employed,374,Yes,No,Yes,Yes,Yes,1255,239,Moderate,Tax Optimization,Private
2592,31,7,8,Low,95131,4,Graduate,Working Professional,0,No,No,No,No,No,524,0,Conservative,Retirement,Premium
2593,57,32,69,Medium,94710,4,Undergraduate,Working Professional,245,No,No,No,No,No,814,0,Moderate,Estate Planning,Premium
2594,48,23,161,High,96003,4,Professional,Self-Employed,310,Yes,No,No,No,No,1210,0,Moderate,Retirement,Private
2595,48,23,79,Medium,94024,1,Graduate,Working Professional,0,No,No,No,No,No,451,0,Moderate,Retirement,Basic
2596,35,10,105,High,92780,1,Undergraduate,Working Professional,0,No,No,No,No,No,625,0,Conservative,Education Funding,Premium
2597,33,8,39,Low,95032,3,Undergraduate,Working Professional,0,No,No,No,No,No,303,0,Conservative,Retirement,Basic
2598,47,23,163,High,92653,1,Undergraduate,Working Professional,0,No,No,No,No,No,957,0,Moderate,Estate Planning,Premium
2599,46,20,9,Low,94005,1,Undergraduate,Working Professional,0,No,No,No,Yes,No,319,0,Moderate,Education Funding,Basic
2600,44,20,71,Medium,91006,4,Professional,Self-Employed,0,No,No,No,No,Yes,585,0,Moderate,Wealth Growth,Premium
2601,42,18,51,Medium,92868,3,Professional,Self-Employed,0,No,No,No,No,No,751,0,Moderate,Education Funding,Premium
2602,50,24,32,Low,90277,1,Professional,Self-Employed,167,No,No,No,No,No,408,0,Moderate,Education Funding,Basic
2603,52,26,161,High,93108,4,Undergraduate,Working Professional,0,Yes,No,Yes,Yes,Yes,1249,90,Moderate,Wealth Growth,Private
2604,53,27,60,Medium,90049,1,Undergraduate,Working Professional,0,No,No,No,Yes,No,755,0,Moderate,Education Funding,Premium
2605,37,10,35,Low,92521,4,Graduate,Working Professional,0,No,No,No,No,No,228,0,Conservative,Retirement,Basic
2606,64,40,41,Low,94305,4,Graduate,Working Professional,0,No,No,No,Yes,No,513,0,Conservative,Wealth Growth,Premium
2607,46,22,73,Medium,92648,2,Undergraduate,Working Professional,216,No,No,No,Yes,No,757,0,Moderate,Tax Optimization,Premium
2608,57,33,49,Low,94305,4,Undergraduate,Working Professional,214,No,Yes,Yes,Yes,Yes,521,320,Moderate,Education Funding,Premium
2609,61,35,79,Medium,94024,2,Undergraduate,Working Professional,194,No,No,No,Yes,Yes,1032,0,Conservative,Tax Optimization,Private
2610,42,18,120,High,93407,2,Undergraduate,Working Professional,0,No,Yes,No,No,No,1040,99,Moderate,Estate Planning,Private
2611,40,16,60,Medium,94501,2,Undergraduate,Working Professional,0,No,No,No,No,No,713,0,Moderate,Wealth Growth,Premium
2612,33,8,78,Medium,95051,3,Graduate,Working Professional,0,No,No,No,Yes,No,669,0,Conservative,Tax Optimization,Premium
2613,50,26,40,Low,95138,4,Graduate,Working Professional,131,No,No,No,No,No,829,0,Moderate,Wealth Growth,Premium
2614,52,26,110,High,94501,2,Professional,Self-Employed,204,Yes,Yes,Yes,Yes,No,1054,301,Moderate,Retirement,Private
2615,35,11,160,High,92093,4,Professional,Self-Employed,0,Yes,Yes,No,No,No,1108,295,Aggressive,Wealth Growth,Private
2616,57,32,68,Medium,94542,4,Undergraduate,Working Professional,191,No,No,No,Yes,Yes,624,0,Moderate,Retirement,Premium
2617,56,31,49,Low,92182,2,Professional,Self-Employed,103,No,No,No,Yes,No,772,0,Moderate,Education Funding,Premium
2618,44,20,65,Medium,92037,2,Undergraduate,Working Professional,0,No,No,No,Yes,No,808,0,Moderate,Tax Optimization,Premium
2619,23,3,55,Medium,92704,3,Graduate,Working Professional,145,No,No,No,Yes,No,889,0,Conservative,Wealth Growth,Premium
2620,33,8,62,Medium,92093,3,Undergraduate,Working Professional,98,No,No,No,No,Yes,617,0,Conservative,Retirement,Premium
2621,48,22,152,High,95616,1,Undergraduate,Working Professional,0,No,No,No,No,No,840,0,Moderate,Retirement,Premium
2622,45,18,42,Low,95126,3,Graduate,Working Professional,0,No,No,No,No,No,310,0,Moderate,Tax Optimization,Basic
2623,54,28,39,Low,90245,4,Graduate,Working Professional,0,No,No,No,Yes,No,578,0,Moderate,Education Funding,Premium
2624,42,17,111,High,94304,3,Undergraduate,Working Professional,0,Yes,Yes,Yes,No,Yes,810,464,Moderate,Wealth Growth,Premium
2625,47,21,82,Medium,94109,3,Undergraduate,Working Professional,0,No,No,No,No,No,674,0,Moderate,Retirement,Premium
2626,61,36,108,High,93943,4,Graduate,Working Professional,0,No,No,No,Yes,No,866,0,Conservative,Retirement,Premium
2627,53,27,59,Medium,92038,2,Professional,Self-Employed,0,No,No,No,Yes,No,513,0,Moderate,Tax Optimization,Premium
2628,56,30,61,Medium,93106,3,Undergraduate,Working Professional,193,No,No,No,Yes,No,932,0,Moderate,Retirement,Premium
2629,33,6,78,Medium,95819,4,Graduate,Working Professional,0,No,Yes,No,Yes,No,736,467,Aggressive,Wealth Growth,Premium
2630,44,18,18,Low,93943,2,Professional,Self-Employed,0,No,No,No,Yes,No,376,0,Moderate,Tax Optimization,Basic
2631,63,37,113,High,94611,4,Professional,Self-Employed,0,No,No,No,Yes,Yes,748,0,Conservative,Tax Optimization,Premium
2632,47,20,62,Medium,92521,1,Graduate,Working Professional,0,No,No,No,Yes,No,593,0,Moderate,Education Funding,Premium
2633,50,24,81,Medium,94720,1,Undergraduate,Working Professional,248,No,No,No,Yes,No,912,0,Moderate,Estate Planning,Premium
2634,49,25,13,Low,95054,3,Undergraduate,Working Professional,106,No,No,No,Yes,No,264,0,Moderate,Retirement,Basic
2635,34,9,75,Medium,94303,1,Undergraduate,Working Professional,194,No,No,No,No,No,1018,0,Conservative,Estate Planning,Private
2636,40,14,33,Low,95616,2,Professional,Self-Employed,89,No,No,No,Yes,No,527,0,Moderate,Retirement,Premium
2637,38,13,179,High,93943,1,Undergraduate,Working Professional,0,No,No,No,Yes,No,1155,0,Conservative,Wealth Growth,Private
2638,51,26,69,Medium,94005,3,Graduate,Working Professional,0,No,No,No,Yes,No,493,0,Moderate,Retirement,Basic
2639,28,4,45,Low,94025,1,Professional,Self-Employed,0,No,No,No,Yes,No,619,0,Conservative,Estate Planning,Premium
2640,52,26,59,Medium,95762,3,Graduate,Working Professional,0,No,No,No,Yes,No,406,0,Moderate,Education Funding,Basic
2641,39,13,81,Medium,94309,2,Undergraduate,Working Professional,0,No,No,No,Yes,No,712,0,Conservative,Education Funding,Premium
2642,29,5,133,High,90095,1,Undergraduate,Working Professional,212,No,No,No,Yes,No,1371,0,Conservative,Tax Optimization,Private
2643,54,29,81,Medium,92096,2,Professional,Self-Employed,0,No,No,No,Yes,No,517,0,Moderate,Retirement,Premium
2644,63,38,14,Low,92630,4,Graduate,Working Professional,86,No,No,No,Yes,Yes,506,0,Conservative,Education Funding,Premium
2645,40,14,28,Low,94061,2,Professional,Self-Employed,0,No,No,No,No,No,569,0,Moderate,Tax Optimization,Premium
2646,36,12,93,Medium,95125,2,Undergraduate,Working Professional,0,No,No,No,Yes,No,790,0,Conservative,Wealth Growth,Premium
2647,45,20,191,High,92007,3,Professional,Self-Employed,123,Yes,No,No,No,No,1149,0,Moderate,Tax Optimization,Private
2648,61,37,155,High,91605,1,Undergraduate,Working Professional,0,No,No,No,Yes,No,1170,0,Conservative,Tax Optimization,Private
2649,26,0,155,High,93105,2,Undergraduate,Working Professional,0,No,No,No,No,No,937,0,Conservative,Wealth Growth,Premium
2650,33,8,68,Medium,92407,4,Undergraduate,Working Professional,0,No,No,No,Yes,No,617,0,Conservative,Estate Planning,Premium
2651,64,40,52,Medium,95060,2,Undergraduate,Working Professional,226,No,No,No,No,No,863,0,Conservative,Tax Optimization,Premium
2652,43,17,51,Medium,94025,1,Professional,Self-Employed,0,No,No,No,No,No,463,0,Moderate,Retirement,Basic
2653,24,0,44,Low,90089,4,Undergraduate,Working Professional,180,No,No,No,Yes,No,604,0,Conservative,Tax Optimization,Premium
2654,30,5,121,High,94555,2,Undergraduate,Working Professional,408,No,No,No,Yes,No,1335,0,Conservative,Tax Optimization,Private
2655,60,36,49,Low,94965,4,Undergraduate,Working Professional,204,No,Yes,No,Yes,No,835,186,Moderate,Retirement,Premium
2656,50,26,42,Low,91784,2,Professional,Self-Employed,78,No,Yes,No,Yes,No,665,423,Moderate,Education Funding,Premium
2657,40,15,144,High,91040,1,Undergraduate,Working Professional,0,No,No,No,No,No,817,0,Moderate,Retirement,Premium
2658,31,6,72,Medium,94583,1,Graduate,Working Professional,0,No,No,No,Yes,No,446,0,Conservative,Estate Planning,Basic
2659,30,4,44,Low,94304,1,Undergraduate,Working Professional,109,No,No,No,No,No,796,0,Conservative,Tax Optimization,Premium
2660,60,35,43,Low,91763,3,Professional,Self-Employed,175,No,No,No,No,No,472,0,Moderate,Tax Optimization,Basic
2661,39,14,74,Medium,93063,1,Graduate,Working Professional,144,No,Yes,No,Yes,No,930,197,Aggressive,Tax Optimization,Premium
2662,66,41,145,High,90009,1,Undergraduate,Retired,0,No,No,No,Yes,No,1189,0,Conservative,Retirement,Private
2663,65,41,158,High,92346,2,Undergraduate,Retired,0,No,No,No,No,No,1150,0,Conservative,Retirement,Private
2664,54,28,78,Medium,91311,4,Undergraduate,Working Professional,0,No,No,No,No,No,532,0,Moderate,Tax Optimization,Premium
2665,54,29,154,High,95014,1,Graduate,Working Professional,352,Yes,No,No,Yes,No,1221,0,Moderate,Tax Optimization,Private
2666,35,9,105,High,90064,2,Professional,Self-Employed,0,No,No,No,No,No,704,0,Conservative,Retirement,Premium
2667,32,7,100,Medium,92126,3,Graduate,Working Professional,0,No,No,No,Yes,No,730,0,Conservative,Tax Optimization,Premium
2668,63,39,58,Medium,94112,1,Graduate,Working Professional,0,No,No,No,Yes,No,379,0,Conservative,Estate Planning,Basic
2669,60,35,113,High,94507,1,Undergraduate,Working Professional,406,No,No,No,Yes,No,1346,0,Moderate,Wealth Growth,Private
2670,43,18,10,Low,91902,2,Graduate,Working Professional,0,No,Yes,No,No,Yes,503,186,Moderate,Estate Planning,Premium
2671,59,33,142,High,94080,2,Undergraduate,Working Professional,0,No,No,No,No,No,1143,0,Moderate,Wealth Growth,Private
2672,62,37,128,High,92093,1,Undergraduate,Working Professional,0,No,No,No,No,No,970,0,Conservative,Retirement,Premium
2673,30,5,131,High,92068,3,Professional,Self-Employed,0,Yes,No,No,No,No,927,0,Conservative,Retirement,Premium
2674,54,30,88,Medium,92647,4,Graduate,Working Professional,122,No,No,No,Yes,No,765,0,Moderate,Education Funding,Premium
2675,30,6,101,High,90245,2,Undergraduate,Working Professional,0,No,No,No,Yes,No,706,0,Conservative,Tax Optimization,Premium
2676,31,1,70,Medium,92115,2,Professional,Self-Employed,0,No,No,Yes,Yes,Yes,409,191,Aggressive,Education Funding,Basic
2677,44,20,122,High,91765,1,Undergraduate,Working Professional,0,No,Yes,No,Yes,No,957,102,Moderate,Education Funding,Premium
2678,32,8,70,Medium,91423,3,Undergraduate,Working Professional,0,No,No,No,Yes,No,598,0,Conservative,Education Funding,Premium
2679,63,38,148,High,93023,2,Professional,Self-Employed,0,Yes,No,No,Yes,No,877,0,Conservative,Retirement,Premium
2680,57,32,43,Low,92704,2,Professional,Self-Employed,166,No,No,No,Yes,No,506,0,Moderate,Education Funding,Premium
2681,60,30,31,Low,95060,1,Professional,Self-Employed,0,No,No,No,Yes,No,241,0,Moderate,Tax Optimization,Basic
2682,37,11,35,Low,94609,2,Professional,Self-Employed,0,No,No,No,No,No,394,0,Conservative,Tax Optimization,Basic
2683,53,27,81,Medium,90032,4,Professional,Self-Employed,0,No,No,No,Yes,No,596,0,Moderate,Education Funding,Premium
2684,51,25,19,Low,95812,1,Professional,Self-Employed,98,No,No,No,No,No,377,0,Moderate,Tax Optimization,Basic
2685,30,5,98,Medium,92028,4,Professional,Self-Employed,129,No,Yes,Yes,Yes,Yes,676,497,Aggressive,Education Funding,Premium
2686,28,2,101,High,90280,4,Professional,Self-Employed,0,No,No,No,Yes,No,636,0,Conservative,Tax Optimization,Premium
2687,50,24,81,Medium,95053,2,Professional,Self-Employed,0,No,No,No,No,No,604,0,Moderate,Estate Planning,Premium
2688,52,27,135,High,93561,1,Undergraduate,Working Professional,452,No,No,No,Yes,No,1412,0,Moderate,Wealth Growth,Private
2689,56,30,34,Low,94542,2,Graduate,Working Professional,0,No,No,No,Yes,No,474,0,Moderate,Tax Optimization,Basic
2690,40,16,104,High,91730,1,Undergraduate,Working Professional,249,No,No,No,No,No,867,0,Moderate,Tax Optimization,Premium
2691,64,38,29,Low,90245,3,Graduate,Working Professional,0,No,No,No,Yes,No,529,0,Conservative,Wealth Growth,Premium
2692,61,36,119,High,95064,2,Graduate,Working Professional,0,Yes,No,No,Yes,No,779,0,Conservative,Tax Optimization,Premium
2693,46,20,82,Medium,90230,2,Graduate,Working Professional,0,No,No,No,Yes,Yes,691,0,Moderate,Tax Optimization,Premium
2694,55,29,62,Medium,90089,1,Undergraduate,Working Professional,0,No,No,No,Yes,No,591,0,Moderate,Education Funding,Premium
